source	target	pvalue	threshold
DYNA-MITE/ROGER AUBREY	SPIRIT OF '76/WILLIAM NASLUND	2.7606311907154453e-06	1.2786252623122991e-05
CASSANDRA	SWORDSMAN III/PHILIP JARVERT	2.7606311907154453e-06	1.2786728408366094e-05
RAVEN, HELEN	RAVEN, LT. JACOB	2.7606311907154453e-06	1.2787204193609195e-05
CHINOOK	GUARDIAN V/JAMES MACDONALD HUDSON CLONE	2.7606311907154453e-06	1.2787679978852296e-05
DYNA-MITE/ROGER AUBREY	HATCHWAY, VERNON	2.7606311907154453e-06	1.27881557640954e-05
PALADIN/PAUL DENNIS	SUPERIA/WENTWORTH, DR.	2.766267926279711e-06	1.2788631549338503e-05
HERCULES [GREEK GOD]	VIZIER	2.7744761875702916e-06	1.2789107334581604e-05
ANNIHILUS	IMPOSSIBLE MAN	2.7823806509667167e-06	1.2789583119824705e-05
DEWOLFF, JEAN	MUGGINS, MAMIE	2.7823806509667167e-06	1.2790058905067808e-05
BANNER, BETTY ROSS TALBOT	TYRANNUS	2.7856456952009394e-06	1.2790534690310909e-05
BALLANTINE, KAYLA	RED GUARDIAN III/DR. TANIA BELINSKY	2.7916080097661437e-06	1.2791010475554013e-05
ANDERSON, CHIEF MAGISTRATE TAM	COOPER, DR. VALERIE	2.791679622724039e-06	1.2791486260797114e-05
COOPER, DR. VALERIE	MAGRUDER, ALLIE	2.791679622724039e-06	1.2791962046040217e-05
COOPER, DR. VALERIE	HAIRBAG/SUGGS	2.791679622724039e-06	1.2792437831283318e-05
MAN-APE/M'BAKU	OMORO	2.794898113150613e-06	1.2792913616526418e-05
BEAST DOPPELGANGER II	THANOS DOPPELGANGER	2.794898113150613e-06	1.2793389401769521e-05
ION/	QUICKSAND	2.794898113150613e-06	1.2793865187012622e-05
MAN-APE/M'BAKU	SCORCHER/	2.794898113150613e-06	1.2794340972255726e-05
DARKHAWK DOPPELGANGER	THANOS DOPPELGANGER	2.794898113150613e-06	1.2794816757498827e-05
MAN-APE/M'BAKU	SHATTERFIST/	2.794898113150613e-06	1.279529254274193e-05
QUICKSAND	SHATTERFIST/	2.794898113150613e-06	1.2795768327985031e-05
FORTUNATO, GIACOMO JIMMY-6	SHOTGUN III/	2.794898113150613e-06	1.2796244113228132e-05
BADALAMENTE, JESUS	MAINFRAME/IAN WAJLER	2.794898113150613e-06	1.2796719898471235e-05
MECHADOOM	RUBY	2.794898113150613e-06	1.2797195683714339e-05
EVILHAWK/DARGIN BOKK	FIELSTEIN, FIREWORKS	2.794898113150613e-06	1.279767146895744e-05
QUICKSAND	SCORCHER/	2.794898113150613e-06	1.2798147254200541e-05
RAMPAGE/STUART CLARKE	SLICE/	2.794898113150613e-06	1.2798623039443644e-05
LIBERTY GIRL/BEV	PIXIE/ [ETERNAL]	2.794898113150613e-06	1.2799098824686745e-05
FIELSTEIN, FIREWORKS	SKOLL	2.794898113150613e-06	1.2799574609929847e-05
JACK FROST/	KRIEGHUND, COL.	2.794898113150613e-06	1.280005039517295e-05
PUCK DOPPELGANGER II	THANOS DOPPELGANGER	2.794898113150613e-06	1.2800526180416053e-05
BADALAMENTE, JESUS	HU, DR.	2.794898113150613e-06	1.2801001965659154e-05
CYCLOPS DOPPELGANGER III	THANOS DOPPELGANGER	2.794898113150613e-06	1.2801477750902256e-05
HEADGEAR/	HOTSHOT/LOUIS	2.794898113150613e-06	1.2801953536145357e-05
EVILHAWK/DARGIN BOKK	JACKSON, ANDREW JOCK	2.794898113150613e-06	1.2802429321388458e-05
DR. STRANGER YET	IN-BETWEENER	2.794898113150613e-06	1.2802905106631563e-05
CATAPHRAX	KINGO SUNEN [ETERNAL]	2.794898113150613e-06	1.2803380891874665e-05
DR. DOOM | MUTANT X-VERSE	ELEKTRA | MUTANT X-VERSE/ELEKTRA NATCHIOS	2.794898113150613e-06	1.2803856677117766e-05
ELEKTRA | MUTANT X-VERSE/ELEKTRA NATCHIOS	RAVEN | MUTANT X-VERSE	2.794898113150613e-06	1.2804332462360867e-05
CENTARIUS	STALLIOR	2.794898113150613e-06	1.280480824760397e-05
GAMBIT | MUTANT X-VERSE	HUDSON, JAMES | MUTANT X-VERSE	2.794898113150613e-06	1.280528403284707e-05
FORTUNATO, GIACOMO JIMMY-6	THORPE, GAVIN	2.794898113150613e-06	1.2805759818090172e-05
JACKSON, ANDREW JOCK	SKOLL	2.794898113150613e-06	1.2806235603333276e-05
BLACKOUT II/	MEAGHER, TYLER	2.794898113150613e-06	1.2806711388576379e-05
MULTIPLE MAN DOPPELGANGER	THANOS DOPPELGANGER	2.794898113150613e-06	1.280718717381948e-05
ELEKTRA | MUTANT X-VERSE/ELEKTRA NATCHIOS	WAR/ABRAHAM LINCOLN KIEROS | MUTANT X-VERSE	2.794898113150613e-06	1.280766295906258e-05
HEADMISTRESS/	HOTSHOT/LOUIS	2.794898113150613e-06	1.2808138744305683e-05
ADVERSARY	CONAN, NEAL	2.794898113150613e-06	1.2808614529548784e-05
SPEEDBALL DOPPELGANGER III	THANOS DOPPELGANGER	2.794898113150613e-06	1.2809090314791889e-05
FERA	MEACHUM, WARD	2.794898113150613e-06	1.280956610003499e-05
BLACKOUT II/	STERN	2.794898113150613e-06	1.2810041885278092e-05
BLACKJACK/	PIXIE/ [ETERNAL]	2.794898113150613e-06	1.2810517670521193e-05
BLACK PANTHER/T'CHALLA	MEDUSA/MEDUSALITH AMAQUELIN [INHUMAN]	2.8020834011043257e-06	1.2810993455764294e-05
FIREFIST/RUSTY COLLINS	TARBABY	2.803152205441663e-06	1.2811469241007397e-05
FIREFIST/RUSTY COLLINS	KAMIKAZE	2.803152205441663e-06	1.2811945026250501e-05
THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	TITANIA II/MARY SKEETER MACPHERRAN	2.807201587756979e-06	1.2812420811493602e-05
GEE/ALEX POWER	TORO/TOM RAYMOND	2.808687117885844e-06	1.2812896596736703e-05
DE LA FONTAINE, CONTESSA VALENTINA ALLEGRO	YELLOW CLAW ROBOT	2.8093553220568898e-06	1.2813372381979806e-05
DE LA FONTAINE, CONTESSA VALENTINA ALLEGRO	EL JAGUAR	2.8093553220568898e-06	1.2813848167222907e-05
MAGNETO/MAGNUS/ERIC LENSHERR	WIZARD/BENTLEY WITTMAN	2.810456753551202e-06	1.2814323952466008e-05
SHADOWCAT/KATHERINE KITTY PRYDE 	SNOWBIRD/NARYA/ANNE MCKENZIE THOMPSON	2.8143906201906e-06	1.2814799737709112e-05
LONGSHOT	RANSOME, JENNIFER AMELIA	2.814864988529405e-06	1.2815275522952215e-05
CABE, BETHANY	MELTER/BRUNO HORGAN	2.817060652645608e-06	1.2815751308195316e-05
SHATTERAX	SUPREME INTELLIGENCE	2.821789677427405e-06	1.2816227093438417e-05
DIRT NAP	JUBILEE/JUBILATION LEE 	2.8284259759946024e-06	1.281670287868152e-05
CANNONBALL II/SAM GUTHRIE 	SIKORSKY	2.8288212453271875e-06	1.281717866392462e-05
RAMSHOT/	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2817654449167721e-05
SENTRY III	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2818130234410826e-05
OLD WOMAN	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2818606019653928e-05
BOMBLAST/	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.281908180489703e-05
USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	WARFIST	2.831002693886721e-06	1.281955759014013e-05
FAWN, FELICIA	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2820033375383233e-05
BEAST DOPPELGANGER II	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2820509160626334e-05
FIREARM/	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2820984945869438e-05
USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	WYSPER/MS. STEWART	2.831002693886721e-06	1.282146073111254e-05
MULTIPLE MAN DOPPELGANGER	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2821936516355642e-05
SPEEDBALL DOPPELGANGER III	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2822412301598743e-05
BUTTERFLY	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2822888086841844e-05
LICH	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2823363872084947e-05
DARKHAWK DOPPELGANGER	USAGENT/CAPTAIN JOHN WALKER/JACK DANIELS	2.831002693886721e-06	1.2823839657328051e-05
FURY, COL. NICHOLAS NICK JOSEPH	MENTALLO	2.8325382990023434e-06	1.2824315442571152e-05
COLLECTOR/TANELEER TIVAN [ELDER]	GALACTUS/GALAN	2.839885824106138e-06	1.2824791227814253e-05
JONES, JANIS	JONES, MARLO CHANDLER	2.840338248363706e-06	1.2825267013057355e-05
HULK/DR. ROBERT BRUCE BANNER 	WOODGOD	2.840385169424421e-06	1.2825742798300456e-05
STORM/ORORO MUNROE Subscribe!	WOLVERINE SKRULL	2.8441578697443334e-06	1.2826218583543559e-05
FORGE	SHIP	2.851123534882796e-06	1.2826694368786662e-05
LEGION II/DAVID HALLER	MACON, ANGELO	2.8532140829989133e-06	1.2827170154029764e-05
ONE ABOVE ALL [CELESTIAL]	REJECT/RAN-SAK [DEVIANT]	2.8532140829989133e-06	1.2827645939272865e-05
GHAUR [DEVIANT]	WHITE WOLF/HUNTER	2.8532140829989133e-06	1.2828121724515968e-05
GARDENER/ORD ZYONYZ [ELDER]	SHALLA BAL II	2.8532140829989133e-06	1.2828597509759069e-05
SPAULDING, PETER	STARR, TRIXIE TRISH	2.8565293286756004e-06	1.282907329500217e-05
CONTEMPLATOR/TATH KI [ELDER]	GRANDMASTER/EN DWI GAST [ELDER]	2.8581099344388207e-06	1.2829549080245273e-05
ROSE IV/JACOB JAKE CONOVER	STUNNER/ANGELINA BRANCALE	2.8581099344388207e-06	1.2830024865488375e-05
EON	SHAPE	2.8581099344388207e-06	1.2830500650731478e-05
ROTH, ARNIE	STARFOX/EROS	2.866287720718878e-06	1.2830976435974579e-05
OSBORN, NORMIE	SPIDER-MAN CLONE/BEN REILLY	2.8669707741569767e-06	1.2831452221217682e-05
CITIZEN V II/HELMUT ZEMO	SCREAM	2.8712294287913674e-06	1.2831928006460783e-05
BUCKY/BUCKY BARNES	ZEMO/BARON HEINRICH ZEMO	2.8719026931876025e-06	1.2832403791703884e-05
FALZON	QUICKSILVER/PIETRO MAXIMOFF	2.8744741136110413e-06	1.2832879576946988e-05
QUICKSILVER/PIETRO MAXIMOFF	REAPER II	2.8744741136110413e-06	1.283335536219009e-05
APOCALYPSE/EN SABAH NUR	SUNFIRE/SHIRO YOSHIDA	2.8750809062153427e-06	1.2833831147433192e-05
JAMESON, COL. JOHN 	VERMIN/EDWARD WHELAN	2.8820245117923025e-06	1.2834306932676293e-05
HERCULES [GREEK GOD]	UATU	2.8826488941022003e-06	1.2834782717919395e-05
BANSHEE/SEAN CASSIDY	NEREEL	2.888328579618382e-06	1.2835258503162496e-05
BANSHEE/SEAN CASSIDY	WILFORD, ELISABETH BETSY	2.888328579618382e-06	1.28357342884056e-05
BOOMER/TABITHA SMITH	GRIZZLY II/THEODORE WINCHESTER	2.889191311700747e-06	1.2836210073648701e-05
ASTER, LUCIAN	SUB-MARINER/NAMOR MACKENZIE	2.8933502232804946e-06	1.2836685858891804e-05
SUAREZ, RAPHAEL	SUB-MARINER/NAMOR MACKENZIE	2.8933502232804946e-06	1.2837161644134905e-05
MORGAN, DR. VIVIAN	SUB-MARINER/NAMOR MACKENZIE	2.8933502232804946e-06	1.2837637429378006e-05
HELLSCOUT/KENNETH TENNYSON	SUB-MARINER/NAMOR MACKENZIE	2.8933502232804946e-06	1.2838113214621109e-05
SUB-MARINER/NAMOR MACKENZIE	WALKER, TESS	2.8933502232804946e-06	1.2838588999864213e-05
MCKENZIE, LEONARD	SUB-MARINER/NAMOR MACKENZIE	2.8933502232804946e-06	1.2839064785107314e-05
AGENT AXIS/	SUB-MARINER/NAMOR MACKENZIE	2.8933502232804946e-06	1.2839540570350415e-05
SUB-MARINER/NAMOR MACKENZIE	VIRAGO	2.8933502232804946e-06	1.2840016355593518e-05
DESTINY/PAUL DESTINE	SUB-MARINER/NAMOR MACKENZIE	2.8933502232804946e-06	1.2840492140836619e-05
CREED, GRAYDON	PROFESSOR X/CHARLES FRANCIS XAVIER 	2.8984647437109744e-06	1.284096792607972e-05
GRIM REAPER/ERIC WILLIAMS	POWER MAN/ERIK JOSTEN	2.9023486075713385e-06	1.2841443711322822e-05
BISHOP /	X-MAN/NATHAN GREY 	2.9058943660983034e-06	1.2841919496565927e-05
BROWN, LAURA	HAMIR	2.9062067220520746e-06	1.2842395281809028e-05
BOX IV/MADISON JEFFRIES	PESTILENCE/CAPT. F.R. CROZIER	2.9093504720499457e-06	1.2842871067052129e-05
DOMINO III/BEATRICE/TAMARA WINTER 	SAUL	2.9093504720499457e-06	1.2843346852295231e-05
DOMINO III/BEATRICE/TAMARA WINTER 	WALL/	2.9093504720499457e-06	1.2843822637538332e-05
CIRE, EYLA	DOMINO III/BEATRICE/TAMARA WINTER 	2.9093504720499457e-06	1.2844298422781433e-05
CHANDRA, DR.	DOMINO III/BEATRICE/TAMARA WINTER 	2.9093504720499457e-06	1.2844774208024538e-05
DOMINO III/BEATRICE/TAMARA WINTER 	WISDOM, ROMANY	2.9093504720499457e-06	1.284524999326764e-05
ARBOGAST, BAMBI	BENNING, VERONICA	2.9093504720499457e-06	1.2845725778510741e-05
HUDSON, HEATHER	THUNDERSTRIKE/ERIC KEVIN MASTERSON	2.9109920603924043e-06	1.2846201563753842e-05
ASHEMA [CELESTIAL]	HUMAN TORCH/JOHNNY STORM 	2.913874637318696e-06	1.2846677348996945e-05
DORMA II [ATLANTEAN]	HUMAN TORCH/JOHNNY STORM 	2.913874637318696e-06	1.2847153134240046e-05
MASTER/ESHU	THENA	2.916389648762364e-06	1.284762891948315e-05
DR. SPECTRUM/JOSEPH LEDGER	KISMET/J'RIDIA STARDUSTER	2.927706598879325e-06	1.2848104704726251e-05
HULK/DR. ROBERT BRUCE BANNER 	VISION 	2.9340878991758676e-06	1.2848580489969354e-05
HULK/DR. ROBERT BRUCE BANNER 	THUNDERBALL/DR. ELIOT FRANKLIN	2.9375748848199923e-06	1.2849056275212455e-05
DAREDEVIL DOPPELGANGER III	SHAMAN/MICHAEL TWOYOUNGMAN	2.9395445881675757e-06	1.2849532060455556e-05
TICKTOCK	WONDER MAN/SIMON WILLIAMS 	2.9465684884320286e-06	1.2850007845698658e-05
NEEDLE	WONDER MAN/SIMON WILLIAMS 	2.9465684884320286e-06	1.2850483630941763e-05
GREMLIN/	ROM, SPACEKNIGHT	2.94712646332591e-06	1.2850959416184864e-05
HUXLEY, DR. ALDA	JOSEPH	2.9491259494062983e-06	1.2851435201427965e-05
HUXLEY, DR. ALDA	TRIATHLON/DELROY GARRETT JR.	2.9491259494062983e-06	1.2851910986671067e-05
KAMIKAZE	SKIDS/SALLY BLEVINS	2.9553640501935063e-06	1.2852386771914168e-05
FISK, VANESSA	LEEDS, BETTY BRANT	2.9558456785890505e-06	1.285286255715727e-05
CORNELIUS, DR.	JUBILEE/JUBILATION LEE 	2.972530100378843e-06	1.2853338342400372e-05
JUBILEE/JUBILATION LEE 	TIMMONS	2.972530100378843e-06	1.2853814127643476e-05
MOON KNIGHT/MARC SPECTOR/STEVEN GRANT/JAKE LOCKLEY	SPEEDBALL DOPPELGANGER III	2.972530100378843e-06	1.2854289912886577e-05
ARSENAL II	MOON KNIGHT/MARC SPECTOR/STEVEN GRANT/JAKE LOCKLEY	2.972530100378843e-06	1.2854765698129678e-05
DARKHAWK DOPPELGANGER	MOON KNIGHT/MARC SPECTOR/STEVEN GRANT/JAKE LOCKLEY	2.972530100378843e-06	1.2855241483372781e-05
B'KOSA, GEN. JONATHAN	MOON KNIGHT/MARC SPECTOR/STEVEN GRANT/JAKE LOCKLEY	2.972530100378843e-06	1.2855717268615882e-05
JUBILEE/JUBILATION LEE 	ST. CROIX, CARTIER	2.972530100378843e-06	1.2856193053858985e-05
JUBILEE/JUBILATION LEE 	LEGAULT	2.972530100378843e-06	1.2856668839102087e-05
BEAST DOPPELGANGER II	MOON KNIGHT/MARC SPECTOR/STEVEN GRANT/JAKE LOCKLEY	2.972530100378843e-06	1.285714462434519e-05
MOON KNIGHT/MARC SPECTOR/STEVEN GRANT/JAKE LOCKLEY	PRINCESS NEPTHYS/SANDAHL SWARN	2.972530100378843e-06	1.285762040958829e-05
MOON KNIGHT/MARC SPECTOR/STEVEN GRANT/JAKE LOCKLEY	MULTIPLE MAN DOPPELGANGER	2.972530100378843e-06	1.2858096194831393e-05
RICTOR/JULIO ESTEBAN RICHTER	WILDSIDE	2.974213216600132e-06	1.2858571980074494e-05
KISMET/J'RIDIA STARDUSTER	MORLAK, MARIS	2.9790551822212774e-06	1.2859047765317595e-05
EEL II/EDWARD LAVELL	STACY, ARTHUR	2.9790551822212774e-06	1.28595235505607e-05
STACY, ARTHUR	TREVANE, DET. CONNOR	2.9790551822212774e-06	1.2859999335803802e-05
EPOCH	STRANGER	2.9790551822212774e-06	1.2860475121046903e-05
SERSI/SYLVIA	TIGRA/GREER NELSON	2.9836058867566555e-06	1.2860950906290004e-05
ARAGORN	HULK/DR. ROBERT BRUCE BANNER 	2.9891367969478535e-06	1.2861426691533107e-05
DOMINA	PSYLOCKE/ELISABETH BETSY BRADDOCK 	2.9929464760729814e-06	1.2861902476776208e-05
HUNTARA/MARY ELIZABETH ALVAREZ	THING/BENJAMIN J. GRIMM 	2.9953392530465215e-06	1.2862378262019312e-05
FIREBIRD/BONITA JUAREZ	MCLAREN, MEGAN	2.9955723570353655e-06	1.2862854047262413e-05
DR. DOOM/VICTOR VON DOOM	ETERNITY/ADAM QADMON	2.998598766246201e-06	1.2863329832505516e-05
FERRIS	TILBY, TRISH/PATRICIA TILBERT	2.9992683611534723e-06	1.2863805617748617e-05
MCCABE, LINDSAY	SHROUD/MAXIMILLIAN QUINCY COLERIDGE	3.0050146044961466e-06	1.2864281402991718e-05
GRACE	X-MAN/NATHAN GREY 	3.0116825194554264e-06	1.286475718823482e-05
TOTEM	X-MAN/NATHAN GREY 	3.0116825194554264e-06	1.2865232973477922e-05
HEADCASE	X-MAN/NATHAN GREY 	3.0116825194554264e-06	1.2865708758721026e-05
GLUB	X-MAN/NATHAN GREY 	3.0116825194554264e-06	1.2866184543964127e-05
DARCO	X-MAN/NATHAN GREY 	3.0116825194554264e-06	1.286666032920723e-05
GOLDEN ARCHER II/WYATT MCDONALD	OVERMIND/GROM	3.0138860807684837e-06	1.286713611445033e-05
ARCLIGHT/PHILLIPA SONTAG	NIGHTSHADE/TILDA	3.0138860807684837e-06	1.2867611899693431e-05
CAPTAIN MARVEL/CAPTAIN MAR-VELL [KREE]	CHEETAH	3.0153912563372995e-06	1.2868087684936534e-05
PORCAL	TRITON	3.0153912563372995e-06	1.2868563470179638e-05
AVIUS	TRITON	3.0153912563372995e-06	1.286903925542274e-05
PHAE-DOR	TRITON	3.0153912563372995e-06	1.286951504066584e-05
KALIKYA [INHUMAN]	TRITON	3.0153912563372995e-06	1.2869990825908943e-05
BOOMER/TABITHA SMITH	PICO	3.0207332911957966e-06	1.2870466611152044e-05
BOOMER/TABITHA SMITH	SEBASTIAN, MARISSA	3.0207332911957966e-06	1.2870942396395145e-05
BOOMER/TABITHA SMITH	GRYPHON/COMMANDER EKATARINA GRYAZNOVA	3.0207332911957966e-06	1.287141818163825e-05
BOOMER/TABITHA SMITH	HIDALGO, DETECTIVE JOSE	3.0207332911957966e-06	1.2871893966881352e-05
BOOMER/TABITHA SMITH	DANVILLE, SEN. OWEN	3.0207332911957966e-06	1.2872369752124453e-05
BOOMER/TABITHA SMITH	PARADIGM	3.0207332911957966e-06	1.2872845537367554e-05
BOOMER/TABITHA SMITH	TYGERSTRYKE/	3.0207332911957966e-06	1.2873321322610657e-05
BOOMER/TABITHA SMITH	SWITCH/DEVON ALOMAR	3.0207332911957966e-06	1.2873797107853758e-05
BOOMER/TABITHA SMITH	RACAL, CONSTANTIN	3.0207332911957966e-06	1.2874272893096862e-05
ARGOS	BOOMER/TABITHA SMITH	3.0207332911957966e-06	1.2874748678339963e-05
BAAL	OZYMANDIAS	3.0235484469740584e-06	1.2875224463583066e-05
IZANAMI II	STRUCKER, ANDREA	3.0235484469740584e-06	1.2875700248826167e-05
CHALIZ, TABRIAZ	JACK O'LANTERN II/MAGUIRE TERRY BECK	3.0235484469740584e-06	1.2876176034069268e-05
CHALIZ, HAZRAM	JACK O'LANTERN II/MAGUIRE TERRY BECK	3.0235484469740584e-06	1.287665181931237e-05
BOERKE, MAYOR	CORTEZ, FABIAN	3.0235484469740584e-06	1.2877127604555471e-05
CORTEZ, FABIAN	SUVOROV, ADMIRAL GRIGORI MIKHAILOVITCH	3.0235484469740584e-06	1.2877603389798576e-05
CONUNDRUM/	JACK O'LANTERN II/MAGUIRE TERRY BECK	3.0235484469740584e-06	1.2878079175041677e-05
MEER, MAX	SABRA/RUTH BAT-SERAPH	3.0235484469740584e-06	1.287855496028478e-05
BENWAY, DR.	JACK O'LANTERN II/MAGUIRE TERRY BECK	3.0235484469740584e-06	1.287903074552788e-05
CORTEZ, FABIAN	REM-RAM/	3.0235484469740584e-06	1.2879506530770981e-05
CHALIZ, SHANAZ RAYNA	JACK O'LANTERN II/MAGUIRE TERRY BECK	3.0235484469740584e-06	1.2879982316014084e-05
JACK O'LANTERN II/MAGUIRE TERRY BECK	SPOT/	3.0235484469740584e-06	1.2880458101257188e-05
BAZIN, ANDREW	POWELL, GRACE	3.0235484469740584e-06	1.2880933886500289e-05
SIINGARD	THOR II/ROGER RED NORVELL	3.0235484469740584e-06	1.288140967174339e-05
RABIN, GRETTA	SABRA/RUTH BAT-SERAPH	3.0235484469740584e-06	1.2881885456986493e-05
MARIN, DR.	POWELL, GRACE	3.0235484469740584e-06	1.2882361242229594e-05
BAILEY, GAILYN	GREY, ELAINE	3.0235484469740584e-06	1.2882837027472695e-05
CHROME/	CORTEZ, FABIAN	3.0235484469740584e-06	1.2883312812715799e-05
MIDNIGHT III/JEFFREY WILDE	OLLSEN, BO	3.0235484469740584e-06	1.2883788597958902e-05
BAILEY, JOEY	GREY, ELAINE	3.0235484469740584e-06	1.2884264383202003e-05
POWELL, GRACE	PSI-WOLF/NIKOLAI VONYA	3.0235484469740584e-06	1.2884740168445104e-05
JESTER III	STRUCKER, ANDREA	3.0235484469740584e-06	1.2885215953688206e-05
BLASTAAR	FUTURIST	3.0235484469740584e-06	1.2885691738931307e-05
BLASTAAR	DUSK	3.0235484469740584e-06	1.2886167524174412e-05
HUNTARA/MARY ELIZABETH ALVAREZ	SEEKER III	3.0235484469740584e-06	1.2886643309417513e-05
BLAKE, DR. DONALD	THOR II/ROGER RED NORVELL	3.0235484469740584e-06	1.2887119094660615e-05
HOARFEN	THOR II/ROGER RED NORVELL	3.0235484469740584e-06	1.2887594879903716e-05
CORTEZ, FABIAN	DEVEREAUX, MICHELLE	3.0235484469740584e-06	1.2888070665146819e-05
SIMBUS	THOR II/ROGER RED NORVELL	3.0235484469740584e-06	1.288854645038992e-05
HUNTARA/MARY ELIZABETH ALVAREZ	MOSES	3.0235484469740584e-06	1.288902223563302e-05
RADIOACTIVE MAN/DR. CHEN LU	STEVENS, MILO	3.0235484469740584e-06	1.2889498020876125e-05
LIVING LIGHTNING/MIGUEL SANTOS	PUCK/EUGENE MILTON JUDD	3.026186633154821e-06	1.2889973806119228e-05
NIGHTHAWK II/KYLE RICHMOND	SILVER SURFER/NORRIN RADD	3.0293094483653964e-06	1.2890449591362329e-05
ANGEL/WARREN KENNETH WORTHINGTON III 	GAMMENON [CELESTIAL]	3.03108271620599e-06	1.289092537660543e-05
JUBILEE/JUBILATION LEE 	LEGION II/DAVID HALLER	3.032262032806243e-06	1.2891401161848532e-05
MAKKARI/MIKE KHARY/INVISIBLE MAN/ADAM CLAYTON/JAKE CURTISS/MICHAEL	OVERMIND/GROM	3.033412367952612e-06	1.2891876947091633e-05
DRAX/ARTHUR DOUGLAS	ZIRAN	3.0350325130596017e-06	1.2892352732334738e-05
MAGUIRE	SCHEMER/RICHARD FISK	3.039826040553956e-06	1.2892828517577839e-05
PUENTES, DONNA MARIA	RED SKULL/JOHANN SCHMIDT	3.042002961332943e-06	1.2893304302820941e-05
BILLUPS, AGENT	DUGAN, TIMOTHY ALOYISIOUS DUM DUM	3.0463008618008866e-06	1.2893780088064042e-05
HALE, JONAS	NAMORITA/NITA PRENTISS [ATLANTEAN]	3.0587887690388386e-06	1.2894255873307143e-05
MASTERMIND/JASON WYNGARDE	PIERCE, DONALD	3.0639782730507306e-06	1.2894731658550246e-05
PROFESSOR X/CHARLES FRANCIS XAVIER 	SCANNER II	3.0660706550771843e-06	1.289520744379335e-05
BLACK KNIGHT V/DANE WHITMAN	SIKORSKY, RAYMOND	3.0734755792209387e-06	1.2895683229036451e-05
CLEA	PENNYWORTH, J.C.	3.0773233235659177e-06	1.2896159014279552e-05
MASTERMIND/JASON WYNGARDE	WOLVERINE/LOGAN 	3.084129346565149e-06	1.2896634799522655e-05
HULK/DR. ROBERT BRUCE BANNER 	NOVA/RICHARD RIDER	3.087070926702455e-06	1.2897110584765756e-05
BANNON, LANCE	ROBERTSON, RANDY	3.0914858902969408e-06	1.2897586370008857e-05
MOY, ALYSSA	ROMA	3.0922268377348325e-06	1.2898062155251961e-05
TYGER, LORD	VOGHT, AMELIA	3.0922268377348325e-06	1.2898537940495064e-05
PSYKLOP	TALBOT, GLENN	3.092528430400635e-06	1.2899013725738165e-05
JARVIS, EDWIN 	RAMBEAU, FRANK	3.096337078832546e-06	1.2899489510981266e-05
GREEN GOBLIN V/	OSBORN, LIZ ALLAN	3.1012301784805807e-06	1.2899965296224368e-05
GARGOYLE II/ISAAC CHRISTIANS	MAD DOG/COLONEL BUZZ BAXTER	3.103382666792996e-06	1.290044108146747e-05
MACHINE MAN/X-51	TERMINUS	3.1129630694558145e-06	1.290091686671057e-05
KARMA/XI'AN COY MANH	MAGUS II	3.1129630694558145e-06	1.2901392651953675e-05
SANDMAN/WILLIAM BAKER/SYLVESTER MANN/FLINT MARKO	SHE-HULK/JENNIFER WALTERS	3.1149650350736962e-06	1.2901868437196777e-05
CAGE, LUKE/CARL LUCAS	VERMIN, LADY	3.1168555285139773e-06	1.2902344222439878e-05
IRON FIST/DANIEL RAND	X-RAY	3.1168642273750625e-06	1.290282000768298e-05
DEWOLFF, JEAN	SCARFE, RAFAEL	3.1237929265455693e-06	1.2903295792926082e-05
GAUNT/MENDEL STROMM	JAMESON, J. JONAH	3.125258102713717e-06	1.2903771578169183e-05
PUCK/EUGENE MILTON JUDD	VISION 	3.1257218558680484e-06	1.2904247363412287e-05
NEBULA	VISION 	3.128849585870862e-06	1.2904723148655388e-05
PENANCE III	SYNCH/EVERETT THOMAS	3.1310424135783145e-06	1.2905198933898491e-05
CHIEF EXAMINER	MAKKARI/MIKE KHARY/INVISIBLE MAN/ADAM CLAYTON/JAKE CURTISS/MICHAEL	3.1310424135783145e-06	1.2905674719141592e-05
DEUCE	PAGE, KAREN	3.133336930018707e-06	1.2906150504384693e-05
EIGHTBALL	PAGE, KAREN	3.133336930018707e-06	1.2906626289627796e-05
